"Input","Output","Frequency","HarmonicUniformity"
"shenbe","shenbe-RAISE-F","9","0.00208340930026315"
"shenbe","shenbe-RAISE-B","0","0.997916590699737"
"shepe","shepe-RAISE-F","5","0.0153448836009197"
"shepe","shepe-RAISE-B","0","0.98465511639908"
"sherbet","sherbet-RAISE-F","2","0.0279178326143135"
"sherbet","sherbet-RAISE-B","0","0.972082167385687"
"sherep","sherep-RAISE-F","2","0.00329611105040894"
"sherep","sherep-RAISE-B","0","0.996703888949591"
"sherhle","sherhle-RAISE-F","17","0.108613866212994"
"sherhle","sherhle-RAISE-B","0","0.891386133787006"
"sheri'et","sheri'et-RAISE-F","14","0.00640424409726555"
"sheri'et","sheri'et-RAISE-B","0","0.993595755902734"
"shermende","shermende-RAISE-F","29","0.030367813968053"
"shermende","shermende-RAISE-B","0","0.969632186031947"
"shertname","shertname-RAISE-F","91","0.125232866833955"
"shertname","shertname-RAISE-B","9","0.874767133166045"
"shexsiyet","shexsiyet-RAISE-F","45","0.0360783002693476"
"shexsiyet","shexsiyet-RAISE-B","0","0.963921699730652"
"shija'et","shija'et-RAISE-F","10","0.015155618798772"
"shija'et","shija'et-RAISE-B","0","0.984844381201228"
"shikayet","shikayet-RAISE-F","18","0.00292641109665842"
"shikayet","shikayet-RAISE-B","0","0.997073588903342"
"shikayetname","shikayetname-RAISE-F","9","0.191482566958577"
"shikayetname","shikayetname-RAISE-B","2","0.808517433041423"
"shilepe","shilepe-RAISE-F","2","0.0443279823689839"
"shilepe","shilepe-RAISE-B","0","0.955672017631016"
"shipaxana","shipaxana-RAISE-F","0","0.986195333751117"
"shipaxana","shipaxana-RAISE-B","38","0.0138046662488829"
"shiraza","shiraza-RAISE-F","0","0.914880197714589"
"shiraza","shiraza-RAISE-B","1","0.0851198022854114"
"shiwétsariye","shiwétsariye-RAISE-F","1","0.0093893927109841"
"shiwétsariye","shiwétsariye-RAISE-B","0","0.990610607289016"
"shixenze","shixenze-RAISE-F","17","0.00658747597604084"
"shixenze","shixenze-RAISE-B","0","0.993412524023959"
"shöbe","shöbe-RAISE-F","49","0.0182021751525719"
"shöbe","shöbe-RAISE-B","0","0.981797824847428"
"shöhret","shöhret-RAISE-F","8","0.00275982024559993"
"shöhret","shöhret-RAISE-B","0","0.9972401797544"
"shola","shola-RAISE-F","0","0.977307425104335"
"shola","shola-RAISE-B","5","0.0226925748956652"
"shora","shora-RAISE-F","0","0.935613375204476"
"shora","shora-RAISE-B","7","0.0643866247955236"
"shorpa","shorpa-RAISE-F","0","0.983416150033168"
"shorpa","shorpa-RAISE-B","13","0.0165838499668324"
"shota","shota-RAISE-F","0","0.983806495246561"
"shota","shota-RAISE-B","5","0.0161935047534389"
"shoxa","shoxa-RAISE-F","0","0.957603008636117"
"shoxa","shoxa-RAISE-B","1","0.0423969913638828"
"shoxla","shoxla-RAISE-F","0","0.973790046708151"
"shoxla","shoxla-RAISE-B","1","0.0262099532918486"
"shoyna","shoyna-RAISE-F","0","0.968592221151939"
"shoyna","shoyna-RAISE-B","2","0.031407778848061"
"shübhe","shübhe-RAISE-F","43","0.0184459965894124"
"shübhe","shübhe-RAISE-B","0","0.981554003410588"
"shübhilen","shübhilen-RAISE-F","4","0.0289012525862811"
"shübhilen","shübhilen-RAISE-B","0","0.971098747413719"
"shughullan","shughullan-RAISE-F","0","0.995170220573506"
"shughullan","shughullan-RAISE-B","28","0.00482977942649365"
"shükrane","shükrane-RAISE-F","1","0.671001033432219"
"shükrane","shükrane-RAISE-B","1","0.328998966567781"
"siyaset","siyaset-RAISE-F","2000","0.00427558863225743"
"siyaset","siyaset-RAISE-B","4","0.995724411367743"
"snariye","snariye-RAISE-F","1","0.489178423338703"
"snariye","snariye-RAISE-B","0","0.510821576661297"
"sodilash","sodilash-RAISE-F","0","0.97191180577226"
"sodilash","sodilash-RAISE-B","3","0.0280881942277399"
"sofa","sofa-RAISE-F","1","0.961451390633804"
"sofa","sofa-RAISE-B","7","0.0385486093661958"
"söhbet","söhbet-RAISE-F","703","0.00166197113781636"
"söhbet","söhbet-RAISE-B","0","0.998338028862184"
"söhbetlesh","söhbetlesh-RAISE-F","38","0.0203234692802904"
"söhbetlesh","söhbetlesh-RAISE-B","0","0.97967653071971"
"sola","sola-RAISE-F","0","0.994781231251953"
"sola","sola-RAISE-B","11","0.00521876874804728"
"solaqxana","solaqxana-RAISE-F","0","0.973618879168423"
"solaqxana","solaqxana-RAISE-B","27","0.026381120831577"
"solash","solash-RAISE-F","0","0.902005452987767"
"solash","solash-RAISE-B","2","0.0979945470122329"
"soldat","soldat-RAISE-F","0","0.994462252318407"
"soldat","soldat-RAISE-B","3","0.00553774768159321"
"sölet","sölet-RAISE-F","30","0.0128221964772105"
"sölet","sölet-RAISE-B","0","0.987177803522789"
"sora","sora-RAISE-F","0","0.998331460021372"
"sora","sora-RAISE-B","6","0.00166853997862848"
"soraqxana","soraqxana-RAISE-F","0","0.971327503462739"
"soraqxana","soraqxana-RAISE-B","21","0.0286724965372606"
"sorash","sorash-RAISE-F","0","0.987767141027918"
"sorash","sorash-RAISE-B","3","0.0122328589720822"
"söre","söre-RAISE-F","6","0.013913934904903"
"söre","söre-RAISE-B","0","0.986086065095097"
"sotla","sotla-RAISE-F","0","0.990998484453719"
"sotla","sotla-RAISE-B","49","0.00900151554628115"
"sotxana","sotxana-RAISE-F","0","0.953650804288404"
"sotxana","sotxana-RAISE-B","6","0.0463491957115958"
"soyla","soyla-RAISE-F","0","0.880924449858283"
"soyla","soyla-RAISE-B","1","0.119075550141717"
"sözle","sözle-RAISE-F","484","0.00391512339975718"
"sözle","sözle-RAISE-B","0","0.996084876600243"
"sözlesh","sözlesh-RAISE-F","182","0.0168161776348543"
"sözlesh","sözlesh-RAISE-B","3","0.983183822365146"
"sulale","sulale-RAISE-F","153","0.02995576827288"
"sulale","sulale-RAISE-B","56","0.97004423172712"
"sümbe","sümbe-RAISE-F","5","0.0101885019730281"
"sümbe","sümbe-RAISE-B","0","0.989811498026972"
"sünnet","sünnet-RAISE-F","8","0.00928148606909122"
"sünnet","sünnet-RAISE-B","0","0.990718513930909"
"supa","supa-RAISE-F","0","0.992462985743903"
"supa","supa-RAISE-B","122","0.00753701425609699"
"süpet","süpet-RAISE-F","6630","0.00773501529495548"
"süpet","süpet-RAISE-B","0","0.992264984705045"
"süpetle","süpetle-RAISE-F","10","0.15128920380023"
"süpetle","süpetle-RAISE-B","0","0.84871079619977"
"sür'et","sür'et-RAISE-F","28","0.00337852557099248"
"sür'et","sür'et-RAISE-B","0","0.996621474429008"
"süre","süre-RAISE-F","47","0.0255301822677825"
"süre","süre-RAISE-B","0","0.974469817732218"
"süret","süret-RAISE-F","59","0.0020352890094691"
"süret","süret-RAISE-B","0","0.997964710990531"
"süretle","süretle-RAISE-F","1","0.310373924070696"
"süretle","süretle-RAISE-B","0","0.689626075929304"
"suriye","suriye-RAISE-F","3","0.0136933421287927"
"suriye","suriye-RAISE-B","0","0.986306657871207"
"sürme","sürme-RAISE-F","1","0.333214395749523"
"sürme","sürme-RAISE-B","0","0.666785604250477"
"sürüshte","sürüshte-RAISE-F","2","0.211852806165043"
"sürüshte","sürüshte-RAISE-B","0","0.788147193834957"
"suwa","suwa-RAISE-F","0","0.902005452987767"
"suwa","suwa-RAISE-B","2","0.0979945470122329"
"süyle","süyle-RAISE-F","1","0.363844961821523"
"süyle","süyle-RAISE-B","0","0.636155038178477"
"süyünche","süyünche-RAISE-F","1","0.879083767780266"
"süyünche","süyünche-RAISE-B","0","0.120916232219734"
"ta'et","ta'et-RAISE-F","2","0.0158594878946149"
"ta'et","ta'et-RAISE-B","0","0.984140512105385"
"ta'ipe","ta'ipe-RAISE-F","14","0.0638315427327414"
"ta'ipe","ta'ipe-RAISE-B","0","0.936168457267259"
"takamullash","takamullash-RAISE-F","0","0.951873798382246"
"takamullash","takamullash-RAISE-B","1","0.0481262016177537"
"tala","tala-RAISE-F","0","0.948819496826736"
"tala","tala-RAISE-B","1","0.0511805031732639"
"talapet","talapet-RAISE-F","3","0.00651170128700156"
"talapet","talapet-RAISE-B","0","0.993488298712998"
"talay","talay-RAISE-F","0","0.982028883791521"
"talay","talay-RAISE-B","1","0.0179711162084786"
"talla","talla-RAISE-F","0","0.995656886184276"
"talla","talla-RAISE-B","153","0.00434311381572372"
"talliwal","talliwal-RAISE-F","0","0.987256274919038"
"talliwal","talliwal-RAISE-B","2","0.0127437250809621"
"tamamla","tamamla-RAISE-F","0","0.996645956991742"
"tamamla","tamamla-RAISE-B","21","0.00335404300825759"
"tamaqxana","tamaqxana-RAISE-F","0","0.981358790285884"
"tamaqxana","tamaqxana-RAISE-B","22","0.0186412097141156"
"tamasha","tamasha-RAISE-F","0","0.993393169440905"
"tamasha","tamasha-RAISE-B","6","0.00660683055909494"
"tamche","tamche-RAISE-F","0","0.442768554507928"
"tamche","tamche-RAISE-B","41","0.557231445492072"
"tamchila","tamchila-RAISE-F","0","0.835853492011631"
"tamchila","tamchila-RAISE-B","1","0.164146507988369"
"tamozhna","tamozhna-RAISE-F","0","0.995652368865402"
"tamozhna","tamozhna-RAISE-B","28","0.00434763113459757"
"tamuzhna","tamuzhna-RAISE-F","0","0.957379932378959"
"tamuzhna","tamuzhna-RAISE-B","1","0.0426200676210413"
"tana","tana-RAISE-F","0","0.966292074731194"
"tana","tana-RAISE-B","2","0.0337079252688058"
"tanglay","tanglay-RAISE-F","0","0.954348475664256"
"tanglay","tanglay-RAISE-B","2","0.045651524335744"
"tansa","tansa-RAISE-F","0","0.981131240016327"
"tansa","tansa-RAISE-B","7","0.018868759983673"
"tapa","tapa-RAISE-F","1","0.97493939584543"
"tapa","tapa-RAISE-B","1","0.0250606041545697"
"tapan","tapan-RAISE-F","0","0.988794667561193"
"tapan","tapan-RAISE-B","24","0.0112053324388071"
"tapancha","tapancha-RAISE-F","0","0.989954327835122"
"tapancha","tapancha-RAISE-B","1","0.0100456721648784"
"tapawet","tapawet-RAISE-F","14","0.0192228275766863"
"tapawet","tapawet-RAISE-B","0","0.980777172423314"
"tapila","tapila-RAISE-F","0","0.983278407929492"
"tapila","tapila-RAISE-B","2","0.0167215920705083"
"tara","tara-RAISE-F","0","0.991269071255212"
"tara","tara-RAISE-B","20","0.00873092874478831"
"tarat","tarat-RAISE-F","0","0.982785645942079"
"tarat","tarat-RAISE-B","4","0.0172143540579207"
"taraza","taraza-RAISE-F","0","0.990455744339278"
"taraza","taraza-RAISE-B","104","0.0095442556607217"
"tartma","tartma-RAISE-F","0","0.964612142754142"
"tartma","tartma-RAISE-B","11","0.0353878572458578"
"tartquchla","tartquchla-RAISE-F","0","0.835853492011631"
"tartquchla","tartquchla-RAISE-B","1","0.164146507988369"
"tasha","tasha-RAISE-F","0","0.880924449858283"
"tasha","tasha-RAISE-B","1","0.119075550141717"
"tashla","tashla-RAISE-F","0","0.998021486915305"
"tashla","tashla-RAISE-B","163","0.00197851308469477"
"tashliwet","tashliwet-RAISE-F","2","0.0101782388735507"
"tashliwet","tashliwet-RAISE-B","0","0.989821761126449"
"tasma","tasma-RAISE-F","0","0.984534788802062"
"tasma","tasma-RAISE-B","11","0.0154652111979383"
"tatarche","tatarche-RAISE-F","0","0.791401290223469"
"tatarche","tatarche-RAISE-B","3","0.208598709776531"
"tatila","tatila-RAISE-F","0","0.880924449858283"
"tatila","tatila-RAISE-B","1","0.119075550141717"
"tawa","tawa-RAISE-F","0","0.979702914484264"
"tawa","tawa-RAISE-B","2","0.0202970855157358"
"tawlan","tawlan-RAISE-F","0","0.9860759102393"
"tawlan","tawlan-RAISE-B","2","0.0139240897606996"
"taxta","taxta-RAISE-F","0","0.99560574472433"
"taxta","taxta-RAISE-B","80","0.00439425527566972"
"taxtay","taxtay-RAISE-F","0","0.993439982925838"
"taxtay","taxtay-RAISE-B","2","0.00656001707416243"
"tayan","tayan-RAISE-F","0","0.994427664809109"
"tayan","tayan-RAISE-B","68","0.00557233519089062"
"taza","taza-RAISE-F","0","0.988610701283598"
"taza","taza-RAISE-B","192","0.0113892987164019"
"tazila","tazila-RAISE-F","0","0.992947798961395"
"tazila","tazila-RAISE-B","17","0.00705220103860504"
"tébabet","tébabet-RAISE-F","27","0.0149647362300883"
"tébabet","tébabet-RAISE-B","0","0.985035263769912"
"teber","teber-RAISE-F","29","0.0761340161977513"
"teber","teber-RAISE-B","0","0.923865983802249"
"tebi'et","tebi'et-RAISE-F","60","0.00438281850000221"
"tebi'et","tebi'et-RAISE-B","0","0.995617181499998"
"tebrikname","tebrikname-RAISE-F","41","0.164776154692218"
"tebrikname","tebrikname-RAISE-B","11","0.835223845307782"
"tehrirle","tehrirle-RAISE-F","8","0.0198454724330723"
"tehrirle","tehrirle-RAISE-B","0","0.980154527566928"
"tejiribe","tejiribe-RAISE-F","28","0.0694879722438499"
"tejiribe","tejiribe-RAISE-B","0","0.93051202775615"
"tejribe","tejribe-RAISE-F","1285","0.00816769521752275"
"tejribe","tejribe-RAISE-B","0","0.991832304782477"
"tejribixana","tejribixana-RAISE-F","0","0.990527576037803"
"tejribixana","tejribixana-RAISE-B","75","0.00947242396219694"
"teklipname","teklipname-RAISE-F","17","0.0960178386916472"
"teklipname","teklipname-RAISE-B","6","0.903982161308353"
"tekrarla","tekrarla-RAISE-F","0","0.996066264805724"
"tekrarla","tekrarla-RAISE-B","75","0.00393373519427553"
"téléfonlash","téléfonlash-RAISE-F","0","0.934046354325045"
"téléfonlash","téléfonlash-RAISE-B","2","0.0659536456749549"
"téléfonxana","téléfonxana-RAISE-F","0","0.916076844500907"
"téléfonxana","téléfonxana-RAISE-B","1","0.0839231554990931"
"télégramma","télégramma-RAISE-F","0","0.993349248417047"
"télégramma","télégramma-RAISE-B","122","0.00665075158295292"
"telep","telep-RAISE-F","435","0.00088919747410529"
"telep","telep-RAISE-B","0","0.999110802525895"
"telepname","telepname-RAISE-F","31","0.132696524653065"
"telepname","telepname-RAISE-B","2","0.867303475346935"
"teley","teley-RAISE-F","90","0.0126185221374276"
"teley","teley-RAISE-B","0","0.987381477862572"
"teme","teme-RAISE-F","1","0.0177681316650304"
"teme","teme-RAISE-B","2","0.98223186833497"
"teminle","teminle-RAISE-F","235","0.00276614702742813"
"teminle","teminle-RAISE-B","0","0.997233852972572"
"témpératura","témpératura-RAISE-F","0","0.987775966699076"
"témpératura","témpératura-RAISE-B","16","0.012224033300924"
"temtire","temtire-RAISE-F","3","0.0289012525862811"
"temtire","temtire-RAISE-B","0","0.971098747413719"
"tenche","tenche-RAISE-F","2","0.840048299514186"
"tenche","tenche-RAISE-B","0","0.159951700485814"
"tene","tene-RAISE-F","13","0.0196195398200808"
"tene","tene-RAISE-B","0","0.980380460179919"
"tengle","tengle-RAISE-F","6","0.0584769456329478"
"tengle","tengle-RAISE-B","0","0.941523054367052"
"tenglesh","tenglesh-RAISE-F","3","0.0790257376745611"
"tenglesh","tenglesh-RAISE-B","0","0.920974262325439"
"tenglime","tenglime-RAISE-F","23","0.140893870084969"
"tenglime","tenglime-RAISE-B","0","0.859106129915031"
"tengne","tengne-RAISE-F","3","0.0313018099262899"
"tengne","tengne-RAISE-B","0","0.96869819007371"
"tengshe","tengshe-RAISE-F","20","0.0334983677568128"
"tengshe","tengshe-RAISE-B","0","0.966501632243187"
"tentene","tentene-RAISE-F","1154","0.0161912102343398"
"tentene","tentene-RAISE-B","0","0.98380878976566"
"teqdirname","teqdirname-RAISE-F","11","0.0840654639877041"
"teqdirname","teqdirname-RAISE-B","2","0.915934536012296"
"terbiye","terbiye-RAISE-F","466","0.00290212128735691"
"terbiye","terbiye-RAISE-B","0","0.997097878712643"
"terbiyele","terbiyele-RAISE-F","25","0.0076625481266583"
"terbiyele","terbiyele-RAISE-B","0","0.992337451873342"
"terbiyelesh","terbiyelesh-RAISE-F","6","0.0914602820203776"
"terbiyelesh","terbiyelesh-RAISE-B","0","0.908539717979622"
"terbiyile","terbiyile-RAISE-F","48","0.00668513266118615"
"terbiyile","terbiyile-RAISE-B","0","0.993314867338814"
"terbiyilesh","terbiyilesh-RAISE-F","2","0.135341787263276"
"terbiyilesh","terbiyilesh-RAISE-B","0","0.864658212736724"
"terbiylesh","terbiylesh-RAISE-F","2","0.00789188755333002"
"terbiylesh","terbiylesh-RAISE-B","0","0.99210811244667"
"terep","terep-RAISE-F","838","0.00205407264817182"
"terep","terep-RAISE-B","0","0.997945927351828"
"tereplime","tereplime-RAISE-F","314","0.00892085072708606"
"tereplime","tereplime-RAISE-B","0","0.991079149272914"
"teret","teret-RAISE-F","1","0.00884910327356588"
"teret","teret-RAISE-B","0","0.991150896726434"
"teriple","teriple-RAISE-F","36","0.00796871715986899"
"teriple","teriple-RAISE-B","0","0.992031282840131"
"terjime","terjime-RAISE-F","135","0.00257637901268163"
"terjime","terjime-RAISE-B","0","0.997423620987318"
"terle","terle-RAISE-F","2","0.0215911147437129"
"terle","terle-RAISE-B","0","0.978408885256287"
"teshekkürname","teshekkürname-RAISE-F","5","0.159683860744159"
"teshekkürname","teshekkürname-RAISE-B","0","0.84031613925584"
"teshwishlen","teshwishlen-RAISE-F","5","0.0763955017183265"
"teshwishlen","teshwishlen-RAISE-B","0","0.923604498281674"
"tesirlen","tesirlen-RAISE-F","5","0.00591156654587852"
"tesirlen","tesirlen-RAISE-B","1","0.994088433454121"
"teslesh","teslesh-RAISE-F","1","0.0466898238922234"
"teslesh","teslesh-RAISE-B","0","0.953310176107777"
"teslimname","teslimname-RAISE-F","4","0.622843313580444"
"teslimname","teslimname-RAISE-B","0","0.377156686419556"
"testiqname","testiqname-RAISE-F","1","0.380731917186355"
"testiqname","testiqname-RAISE-B","0","0.619268082813645"
"teswirle","teswirle-RAISE-F","55","0.00529510331815474"
"teswirle","teswirle-RAISE-B","0","0.994704896681845"
"teswirlen","teswirlen-RAISE-F","7","0.0877719731112792"
"teswirlen","teswirlen-RAISE-B","0","0.912228026888721"
"tewbe","tewbe-RAISE-F","2","0.0142840031909439"
"tewbe","tewbe-RAISE-B","0","0.985715996809056"
"tewren","tewren-RAISE-F","11","0.0115468512009528"
"tewren","tewren-RAISE-B","0","0.988453148799047"
"tewret","tewret-RAISE-F","33","0.0342106804754524"
"tewret","tewret-RAISE-B","0","0.965789319524548"
"texse","texse-RAISE-F","12","0.0121197669674507"
"texse","texse-RAISE-B","0","0.987880233032549"
"teyinle","teyinle-RAISE-F","58","0.0104776551296081"
"teyinle","teyinle-RAISE-B","0","0.989522344870392"
"teyyarla","teyyarla-RAISE-F","0","0.997852246422905"
"teyyarla","teyyarla-RAISE-B","70","0.00214775357709507"
"teziye","teziye-RAISE-F","7","0.00382758657951908"
"teziye","teziye-RAISE-B","0","0.996172413420481"
"tibabet","tibabet-RAISE-F","19","0.0167122272478955"
"tibabet","tibabet-RAISE-B","1","0.983287772752105"
"tibabetxana","tibabetxana-RAISE-F","0","0.902005452987767"
"tibabetxana","tibabetxana-RAISE-B","3","0.0979945470122329"
"tilawet","tilawet-RAISE-F","3","0.00483272423027924"
"tilawet","tilawet-RAISE-B","0","0.995167275769721"
"tilemche","tilemche-RAISE-F","8","0.581605175062467"
"tilemche","tilemche-RAISE-B","1","0.418394824937533"
"tiyatirxana","tiyatirxana-RAISE-F","0","0.983546154457778"
"tiyatirxana","tiyatirxana-RAISE-B","44","0.0164538455422215"
"töhmet","töhmet-RAISE-F","7","0.00351292345258438"
"töhmet","töhmet-RAISE-B","0","0.996487076547416"
"töhmetname","töhmetname-RAISE-F","1","0.792859766822409"
"töhmetname","töhmetname-RAISE-B","0","0.207140233177591"
"töhpe","töhpe-RAISE-F","311","0.00604407408452472"
"töhpe","töhpe-RAISE-B","0","0.993955925915475"
"tola","tola-RAISE-F","1","0.988515253849428"
"tola","tola-RAISE-B","39","0.0114847461505718"
"töle","töle-RAISE-F","155","0.00747854143504812"
"töle","töle-RAISE-B","1","0.992521458564952"
"tölem","tölem-RAISE-F","4","0.00291447145176518"
"tölem","tölem-RAISE-B","0","0.997085528548235"
"toliye","toliye-RAISE-F","1","0.135802076163446"
"toliye","toliye-RAISE-B","0","0.864197923836554"
"tongla","tongla-RAISE-F","0","0.968225817137675"
"tongla","tongla-RAISE-B","2","0.031774182862325"
"tonglat","tonglat-RAISE-F","0","0.983840126827808"
"tonglat","tonglat-RAISE-B","6","0.0161598731721924"
"tonna","tonna-RAISE-F","0","0.996595761518457"
"tonna","tonna-RAISE-B","132","0.00340423848154281"
"topilang","topilang-RAISE-F","0","0.9946306745585"
"topilang","topilang-RAISE-B","3","0.00536932544150015"
"topla","topla-RAISE-F","0","0.996000439660156"
"topla","topla-RAISE-B","75","0.00399956033984417"
"toplam","toplam-RAISE-F","0","0.997409832469767"
"toplam","toplam-RAISE-B","146","0.00259016753023256"
"toplash","toplash-RAISE-F","0","0.978486825459132"
"toplash","toplash-RAISE-B","5","0.0215131745408678"
"toqulma","toqulma-RAISE-F","1","0.981054234133759"
"toqulma","toqulma-RAISE-B","56","0.0189457658662407"
"töre","töre-RAISE-F","8","0.00378236245048515"
"töre","töre-RAISE-B","0","0.996217637549515"
"törelme","törelme-RAISE-F","9","0.140893870084969"
"törelme","törelme-RAISE-B","0","0.859106129915031"
"torla","torla-RAISE-F","0","0.902005452987767"
"torla","torla-RAISE-B","2","0.0979945470122329"
"tormozla","tormozla-RAISE-F","0","0.835853492011631"
"tormozla","tormozla-RAISE-B","1","0.164146507988369"
"torxana","torxana-RAISE-F","0","0.978952401002998"
"torxana","torxana-RAISE-B","14","0.0210475989970018"
"tosa","tosa-RAISE-F","0","0.987205820693256"
"tosa","tosa-RAISE-B","8","0.012794179306744"
"töwenle","töwenle-RAISE-F","17","0.012818977915761"
"töwenle","töwenle-RAISE-B","0","0.987181022084239"
"töwenlesh","töwenlesh-RAISE-F","4","0.189061003763074"
"töwenlesh","töwenlesh-RAISE-B","0","0.810938996236926"
"töwenlet","töwenlet-RAISE-F","35","0.0572979386395616"
"töwenlet","töwenlet-RAISE-B","0","0.942702061360438"
"towla","towla-RAISE-F","0","0.992975602152277"
"towla","towla-RAISE-B","20","0.00702439784772313"
"towlash","towlash-RAISE-F","0","0.985834721859095"
"towlash","towlash-RAISE-B","1","0.0141652781409046"
"toxta","toxta-RAISE-F","0","0.99781601764954"
"toxta","toxta-RAISE-B","312","0.00218398235046025"
"toxtam","toxtam-RAISE-F","0","0.997187648635279"
"toxtam","toxtam-RAISE-B","2","0.0028123513647208"
"toxtamname","toxtamname-RAISE-F","49","0.171007349710376"
"toxtamname","toxtamname-RAISE-B","20","0.828992650289624"
"toxtat","toxtat-RAISE-F","0","0.997725945706663"
"toxtat","toxtat-RAISE-B","735","0.00227405429333705"
"toyla","toyla-RAISE-F","0","0.948819496826736"
"toyla","toyla-RAISE-B","3","0.0511805031732639"
"toylash","toylash-RAISE-F","0","0.987415430421534"
"toylash","toylash-RAISE-B","25","0.0125845695784661"
"tügelle","tügelle-RAISE-F","6","0.211852806165043"
"tügelle","tügelle-RAISE-B","0","0.788147193834957"
"tughqanlash","tughqanlash-RAISE-F","0","0.964200993709237"
"tughqanlash","tughqanlash-RAISE-B","1","0.0357990062907626"
"tügünche","tügünche-RAISE-F","1","0.81280810674777"
"tügünche","tügünche-RAISE-B","0","0.18719189325223"
"tüle","tüle-RAISE-F","4","0.310373924070696"
"tüle","tüle-RAISE-B","0","0.689626075929304"
"tüne","tüne-RAISE-F","2","0.0253504620438267"
"tüne","tüne-RAISE-B","0","0.974649537956173"
"turbina","turbina-RAISE-F","0","0.922658754042495"
"turbina","turbina-RAISE-B","1","0.0773412459575049"
"türme","türme-RAISE-F","4251","0.0171243443268257"
"türme","türme-RAISE-B","4","0.982875655673174"
"türmel","türmel-RAISE-F","1","0.0706392905952875"
"türmel","türmel-RAISE-B","0","0.929360709404712"
"turuba","turuba-RAISE-F","0","0.994138418326584"
"turuba","turuba-RAISE-B","20","0.00586158167341611"
"tutash","tutash-RAISE-F","0","0.99086614774789"
"tutash","tutash-RAISE-B","13","0.00913385225211016"
"tuwa","tuwa-RAISE-F","4","0.98681902365015"
"tuwa","tuwa-RAISE-B","0","0.0131809763498496"
"tüze","tüze-RAISE-F","13","0.193926370207469"
"tüze","tüze-RAISE-B","0","0.806073629792531"
"tüzet","tüzet-RAISE-F","9","0.0301748381076978"
"tüzet","tüzet-RAISE-B","0","0.969825161892302"
"tüzle","tüzle-RAISE-F","2","0.0102082629195781"
"tüzle","tüzle-RAISE-B","0","0.989791737080422"
"tüzülme","tüzülme-RAISE-F","90","0.0596221209298939"
"tüzülme","tüzülme-RAISE-B","0","0.940377879070106"
"ucha","ucha-RAISE-F","0","0.98827042073797"
"ucha","ucha-RAISE-B","116","0.0117295792620297"
"üchey","üchey-RAISE-F","3","0.00556192750973975"
"üchey","üchey-RAISE-B","0","0.99443807249026"
"uchra","uchra-RAISE-F","0","0.998948672954962"
"uchra","uchra-RAISE-B","790","0.00105132704503774"
"uchrash","uchrash-RAISE-F","0","0.994687750955385"
"uchrash","uchrash-RAISE-B","11","0.00531224904461491"
"uchrat","uchrat-RAISE-F","0","0.99409996550887"
"uchrat","uchrat-RAISE-B","75","0.00590003449113041"
"üjme","üjme-RAISE-F","5","0.0107726622853552"
"üjme","üjme-RAISE-B","0","0.989227337714645"
"ula","ula-RAISE-F","0","0.995820798513004"
"ula","ula-RAISE-B","7","0.00417920148699602"
"ulanma","ulanma-RAISE-F","0","0.982502254647467"
"ulanma","ulanma-RAISE-B","21","0.0174977453525331"
"ulash","ulash-RAISE-F","0","0.986929624454224"
"ulash","ulash-RAISE-B","16","0.0130703755457764"
"ümidlen","ümidlen-RAISE-F","3","0.0329325904211574"
"ümidlen","ümidlen-RAISE-B","0","0.967067409578843"
"ümidsizlen","ümidsizlen-RAISE-F","1","0.00681269948464588"
"ümidsizlen","ümidsizlen-RAISE-B","0","0.993187300515354"
"ümmet","ümmet-RAISE-F","15","0.0106849423876731"
"ümmet","ümmet-RAISE-B","0","0.989315057612327"
"una","una-RAISE-F","0.999999999999997","0.985463667615125"
"una","una-RAISE-B","58","0.014536332384875"
"ünche","ünche-RAISE-F","16","0.238603276201309"
"ünche","ünche-RAISE-B","0","0.761396723798691"
"üsküne","üsküne-RAISE-F","169","0.0390448704273189"
"üsküne","üsküne-RAISE-B","0","0.960955129572681"
"ussa","ussa-RAISE-F","1","0.935613375204476"
"ussa","ussa-RAISE-B","4","0.0643866247955236"
"usta","usta-RAISE-F","39","0.995835586649596"
"usta","usta-RAISE-B","226","0.00416441335040418"
"üstel","üstel-RAISE-F","109","0.00357735909403076"
"üstel","üstel-RAISE-B","0","0.996422640905969"
"ustira","ustira-RAISE-F","0","0.970276879430119"
"ustira","ustira-RAISE-B","1","0.0297231205698809"
"ustixan","ustixan-RAISE-F","0","0.991775201159138"
"ustixan","ustixan-RAISE-B","2","0.00822479884086169"
"ustixana","ustixana-RAISE-F","0","0.97817209864247"
"ustixana","ustixana-RAISE-B","1","0.0218279013575297"
"üstqurulma","üstqurulma-RAISE-F","0","0.963301912623095"
"üstqurulma","üstqurulma-RAISE-B","5","0.0366980873769049"
"uwa","uwa-RAISE-F","0","0.981248654368926"
"uwa","uwa-RAISE-B","22","0.0187513456310742"
"uwila","uwila-RAISE-F","0","0.835853492011631"
"uwila","uwila-RAISE-B","1","0.164146507988369"
"uxla","uxla-RAISE-F","0","0.995833472529076"
"uxla","uxla-RAISE-B","80","0.00416652747092383"
"uyal","uyal-RAISE-F","0","0.987985120899917"
"uyal","uyal-RAISE-B","3","0.0120148791000827"
"uyghunlash","uyghunlash-RAISE-F","0","0.966563671292609"
"uyghunlash","uyghunlash-RAISE-B","8","0.0334363287073913"
"uyushma","uyushma-RAISE-F","0.999999999999996","0.99509011871869"
